metric,batch,cohens_d_ki_vs_wt,cohens_d_ki_vs_ko
migration_speed,1,-1.4006453776231143,-1.6801042435372937
migration_speed,2,-1.2232787717354316,-1.4357719925526191
lam_cyto_ratio,1,0.9035972910841342,0.8512580434408521
lam_cyto_ratio,2,0.6724128593443288,0.409746430845853
